question_id,question,category,topics,topic
94, What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,Data Science,"Understanding of convolutional neural networks, knowledge of image processing, understanding of fully connected layers, comparative analysis", understanding of fully connected layers
94, What is a convolutional layer & Why do we actually need convolutions Can we use fully-connected layers for that,Data Science,"Understanding of convolutional neural networks, knowledge of image processing, understanding of fully connected layers, comparative analysis", comparative analysis
95, What are the advantages of parameter sharing in case of convolution,Data Science,"Understanding of convolutional neural networks,Understanding of parameter sharing in CNNs,Analytical skills",Understanding of convolutional neural networks
95, What are the advantages of parameter sharing in case of convolution,Data Science,"Understanding of convolutional neural networks,Understanding of parameter sharing in CNNs,Analytical skills",Understanding of parameter sharing in CNNs
95, What are the advantages of parameter sharing in case of convolution,Data Science,"Understanding of convolutional neural networks,Understanding of parameter sharing in CNNs,Analytical skills",Analytical skills
96, Why do we use convolutions for images rather than just Fully Connected layers,Data Science,"Understanding of convolutional neural networks, understanding of fully connected layers, understanding of image data characteristics, comparative analysis, reasoning ability",Understanding of convolutional neural networks
96, Why do we use convolutions for images rather than just Fully Connected layers,Data Science,"Understanding of convolutional neural networks, understanding of fully connected layers, understanding of image data characteristics, comparative analysis, reasoning ability", understanding of fully connected layers
96, Why do we use convolutions for images rather than just Fully Connected layers,Data Science,"Understanding of convolutional neural networks, understanding of fully connected layers, understanding of image data characteristics, comparative analysis, reasoning ability", understanding of image data characteristics
96, Why do we use convolutions for images rather than just Fully Connected layers,Data Science,"Understanding of convolutional neural networks, understanding of fully connected layers, understanding of image data characteristics, comparative analysis, reasoning ability", comparative analysis
96, Why do we use convolutions for images rather than just Fully Connected layers,Data Science,"Understanding of convolutional neural networks, understanding of fully connected layers, understanding of image data characteristics, comparative analysis, reasoning ability", reasoning ability
97, Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,Data Science,"Understanding of convolutional neural networks, understanding of receptive fields, knowledge of computational cost and efficiency, ability to analyze tradeoffs in CNN architecture",Understanding of convolutional neural networks
97, Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,Data Science,"Understanding of convolutional neural networks, understanding of receptive fields, knowledge of computational cost and efficiency, ability to analyze tradeoffs in CNN architecture", understanding of receptive fields
97, Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,Data Science,"Understanding of convolutional neural networks, understanding of receptive fields, knowledge of computational cost and efficiency, ability to analyze tradeoffs in CNN architecture", knowledge of computational cost and efficiency
97, Why would you use many small convolutional kernels such as x rather than a few large onesWhy would you use many small convolutional kernels such as x rather than a few large ones,Data Science,"Understanding of convolutional neural networks, understanding of receptive fields, knowledge of computational cost and efficiency, ability to analyze tradeoffs in CNN architecture", ability to analyze tradeoffs in CNN architecture
98, Why we generally use Softmax non-linearity function as the last operation in-network,Data Science,"Understanding of neural networks,Understanding of activation functions,Knowledge of softmax function,Understanding of classification problems",Understanding of neural networks
98, Why we generally use Softmax non-linearity function as the last operation in-network,Data Science,"Understanding of neural networks,Understanding of activation functions,Knowledge of softmax function,Understanding of classification problems",Understanding of activation functions
98, Why we generally use Softmax non-linearity function as the last operation in-network,Data Science,"Understanding of neural networks,Understanding of activation functions,Knowledge of softmax function,Understanding of classification problems",Knowledge of softmax function
98, Why we generally use Softmax non-linearity function as the last operation in-network,Data Science,"Understanding of neural networks,Understanding of activation functions,Knowledge of softmax function,Understanding of classification problems",Understanding of classification problems
99, How does BatchNormalization differ in training and inferencing,Data Science,"Understanding of Batch Normalization, Knowledge of Deep Learning,  Understanding of Training and Inference Processes",Understanding of Batch Normalization
99, How does BatchNormalization differ in training and inferencing,Data Science,"Understanding of Batch Normalization, Knowledge of Deep Learning,  Understanding of Training and Inference Processes", Knowledge of Deep Learning
99, How does BatchNormalization differ in training and inferencing,Data Science,"Understanding of Batch Normalization, Knowledge of Deep Learning,  Understanding of Training and Inference Processes",  Understanding of Training and Inference Processes
100, How does batch size affect training of neural networks,Data Science,"Understanding of neural network training, knowledge of hyperparameter tuning,  problem-solving",Understanding of neural network training
100, How does batch size affect training of neural networks,Data Science,"Understanding of neural network training, knowledge of hyperparameter tuning,  problem-solving", knowledge of hyperparameter tuning
100, How does batch size affect training of neural networks,Data Science,"Understanding of neural network training, knowledge of hyperparameter tuning,  problem-solving",  problem-solving
101," When using mini batch gradient descent, why is it important to shuffle the data",Data Science,"Understanding of mini-batch gradient descent, understanding of data shuffling, ability to explain the rationale behind a machine learning technique",Understanding of mini-batch gradient descent
101," When using mini batch gradient descent, why is it important to shuffle the data",Data Science,"Understanding of mini-batch gradient descent, understanding of data shuffling, ability to explain the rationale behind a machine learning technique", understanding of data shuffling
101," When using mini batch gradient descent, why is it important to shuffle the data",Data Science,"Understanding of mini-batch gradient descent, understanding of data shuffling, ability to explain the rationale behind a machine learning technique", ability to explain the rationale behind a machine learning technique
102, Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,Data Science,"Mathematical reasoning,Computational complexity analysis,Algorithm understanding",Mathematical reasoning
102, Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,Data Science,"Mathematical reasoning,Computational complexity analysis,Algorithm understanding",Computational complexity analysis
102, Give a simple mathematical argument why a mini-batch version of such ML algorithm might be computationally more efficient than a training with full data set,Data Science,"Mathematical reasoning,Computational complexity analysis,Algorithm understanding",Algorithm understanding
103, On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,Data Science,"Knowledge of NLP models,Understanding of BERT architecture,Comparative analysis,Critical thinking",Knowledge of NLP models
103, On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,Data Science,"Knowledge of NLP models,Understanding of BERT architecture,Comparative analysis,Critical thinking",Understanding of BERT architecture
103, On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,Data Science,"Knowledge of NLP models,Understanding of BERT architecture,Comparative analysis,Critical thinking",Comparative analysis
103, On a simplified and fundamental scale what makes the newly developed BERT model better than traditional NLP models,Data Science,"Knowledge of NLP models,Understanding of BERT architecture,Comparative analysis,Critical thinking",Critical thinking
104, How would you initialize weights in a neural network,Data Science,"Neural network architecture,Weight initialization techniques,Understanding of deep learning",Neural network architecture
104, How would you initialize weights in a neural network,Data Science,"Neural network architecture,Weight initialization techniques,Understanding of deep learning",Weight initialization techniques
104, How would you initialize weights in a neural network,Data Science,"Neural network architecture,Weight initialization techniques,Understanding of deep learning",Understanding of deep learning
105, Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,Data Science,"Understanding of neural network architecture,Understanding of weight initialization techniques,Understanding of backpropagation",Understanding of neural network architecture
105, Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,Data Science,"Understanding of neural network architecture,Understanding of weight initialization techniques,Understanding of backpropagation",Understanding of weight initialization techniques
105, Why weights are initialized with small random numbers in a neural network What happens when weights are all or constant values,Data Science,"Understanding of neural network architecture,Understanding of weight initialization techniques,Understanding of backpropagation",Understanding of backpropagation
106, Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,Data Science,"Understanding of neural network training dynamics,Understanding of weight initialization,Knowledge of ReLU activation function",Understanding of neural network training dynamics
106, Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,Data Science,"Understanding of neural network training dynamics,Understanding of weight initialization,Knowledge of ReLU activation function",Understanding of weight initialization
106, Suppose you have a NN with layers and ReLU activations What will happen if we initialize all the weights with the same value,Data Science,"Understanding of neural network training dynamics,Understanding of weight initialization,Knowledge of ReLU activation function",Knowledge of ReLU activation function
107, What is backpropagation How does it work Why do we need it,Data Science,"Understanding of backpropagation, Explanatory skills, Knowledge application",Understanding of backpropagation
107, What is backpropagation How does it work Why do we need it,Data Science,"Understanding of backpropagation, Explanatory skills, Knowledge application", Explanatory skills
107, What is backpropagation How does it work Why do we need it,Data Science,"Understanding of backpropagation, Explanatory skills, Knowledge application", Knowledge application
108, Why large filter sizes in early layers can be a bad choice How to choose filter size,Data Science,"Understanding of convolutional neural networks, critical thinking, problem-solving",Understanding of convolutional neural networks
108, Why large filter sizes in early layers can be a bad choice How to choose filter size,Data Science,"Understanding of convolutional neural networks, critical thinking, problem-solving", critical thinking
108, Why large filter sizes in early layers can be a bad choice How to choose filter size,Data Science,"Understanding of convolutional neural networks, critical thinking, problem-solving", problem-solving
109, which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,Data Science,"Understanding of machine learning models,  knowledge of decision trees, knowledge of neural networks, understanding of activation functions, ability to compare model capabilities",Understanding of machine learning models
109, which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,Data Science,"Understanding of machine learning models,  knowledge of decision trees, knowledge of neural networks, understanding of activation functions, ability to compare model capabilities",  knowledge of decision trees
109, which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,Data Science,"Understanding of machine learning models,  knowledge of decision trees, knowledge of neural networks, understanding of activation functions, ability to compare model capabilities", knowledge of neural networks
109, which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,Data Science,"Understanding of machine learning models,  knowledge of decision trees, knowledge of neural networks, understanding of activation functions, ability to compare model capabilities", understanding of activation functions
109, which one is more powerful a layer decision tree or a -layer neural network without any activation function --> Hint non-linearity,Data Science,"Understanding of machine learning models,  knowledge of decision trees, knowledge of neural networks, understanding of activation functions, ability to compare model capabilities", ability to compare model capabilities
110, Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,Data Science,"Critical thinking, comparative analysis, understanding of machine learning models, model interpretability",Critical thinking
110, Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,Data Science,"Critical thinking, comparative analysis, understanding of machine learning models, model interpretability", comparative analysis
110, Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,Data Science,"Critical thinking, comparative analysis, understanding of machine learning models, model interpretability", understanding of machine learning models
110, Both decision trees and deep neural networks are non-linear classifier ie they separates the space by complicated decision boundary Why then it is so much easier for us to intuitively follow a decision tree model vs a deep neural network,Data Science,"Critical thinking, comparative analysis, understanding of machine learning models, model interpretability", model interpretability
111, If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,Data Science,"Understanding of machine learning algorithms,Parallel processing,Algorithm efficiency",Understanding of machine learning algorithms
111, If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,Data Science,"Understanding of machine learning algorithms,Parallel processing,Algorithm efficiency",Parallel processing
111, If you could take advantage of multiple CPU cores would you prefer a boosted-tree algorithm over a random forest,Data Science,"Understanding of machine learning algorithms,Parallel processing,Algorithm efficiency",Algorithm efficiency
